id_turma;codigo_turma;id_docente_interno;id_docente_externo;id_componente_curricular;nivel_ensino;ano;periodo;capacidade_aluno;tipo;qtd_aulas_lancadas;situacao_turma;modalidade_participantes
57583748;2;22737;;53660;GRADUAÇÃO;2016;2;50;REGULAR;72;CONSOLIDADA;Presencial
57583749;1;5753413;;25180;GRADUAÇÃO;2016;2;50;REGULAR;66;CONSOLIDADA;Presencial
57583750;1;18556;;25158;GRADUAÇÃO;2016;2;50;REGULAR;72;CONSOLIDADA;Presencial
57583751;1;22722;;21537;GRADUAÇÃO;2016;2;50;REGULAR;90;CONSOLIDADA;Presencial
57583752;1;5752271;;25162;GRADUAÇÃO;2016;2;50;REGULAR;76;CONSOLIDADA;Presencial
57583753;1;22736;;25161;GRADUAÇÃO;2016;2;50;REGULAR;76;CONSOLIDADA;Presencial
57583754;1;25970;;25163;GRADUAÇÃO;2016;2;50;REGULAR;72;CONSOLIDADA;Presencial
57583755;1;5751762;;25171;GRADUAÇÃO;2016;2;50;REGULAR;;EXCLUÍDA;Presencial
57583756;1;20785;;21539;GRADUAÇÃO;2016;2;50;REGULAR;80;CONSOLIDADA;Presencial
57583757;1;18556;;21544;GRADUAÇÃO;2016;2;50;REGULAR;72;CONSOLIDADA;Presencial
57583758;1;5757904;;21589;GRADUAÇÃO;2016;2;50;REGULAR;68;CONSOLIDADA;Presencial
57583759;1;22706;;21548;GRADUAÇÃO;2016;2;50;REGULAR;68;CONSOLIDADA;Presencial
57583760;1;22722;;25188;GRADUAÇÃO;2016;2;50;REGULAR;72;CONSOLIDADA;Presencial
57583761;1;15370;;25166;GRADUAÇÃO;2016;2;50;REGULAR;72;CONSOLIDADA;Presencial
57583762;2;5753612;;26844;GRADUAÇÃO;2016;2;50;REGULAR;72;CONSOLIDADA;Presencial
57583763;1;5753260;;21219;GRADUAÇÃO;2016;2;60;REGULAR;72;CONSOLIDADA;Presencial
57583764;1;5757053;;25016;GRADUAÇÃO;2016;2;50;REGULAR;68;CONSOLIDADA;Presencial
57583765;1;5752251;;26661;GRADUAÇÃO;2016;2;50;REGULAR;66;CONSOLIDADA;Presencial
57583766;1;5757053;;25001;GRADUAÇÃO;2016;2;50;REGULAR;68;CONSOLIDADA;Presencial
57583767;1;5753260;;24999;GRADUAÇÃO;2016;2;60;REGULAR;74;CONSOLIDADA;Presencial
57583768;1;5752281;;25012;GRADUAÇÃO;2016;2;60;REGULAR;74;CONSOLIDADA;Presencial
57583769;1;5758430;;59858;GRADUAÇÃO;2016;2;50;REGULAR;44;CONSOLIDADA;Presencial
57583771;2;5758430;;59858;GRADUAÇÃO;2016;2;50;REGULAR;46;CONSOLIDADA;Presencial
57583772;1;5752677;;21273;GRADUAÇÃO;2016;2;50;REGULAR;72;CONSOLIDADA;Presencial
57583773;1;5758430;;21545;GRADUAÇÃO;2016;2;50;REGULAR;76;CONSOLIDADA;Presencial
57583774;1;5758430;;21591;GRADUAÇÃO;2016;2;50;REGULAR;82;CONSOLIDADA;Presencial
57583775;1;5758560;;25037;GRADUAÇÃO;2016;2;40;REGULAR;82;CONSOLIDADA;Presencial
57583776;1;5758560;;25047;GRADUAÇÃO;2016;2;40;REGULAR;80;CONSOLIDADA;Presencial
57583777;2;5757160;;25037;GRADUAÇÃO;2016;2;41;REGULAR;76;CONSOLIDADA;Presencial
57583778;2;5757160;;25047;GRADUAÇÃO;2016;2;40;REGULAR;76;CONSOLIDADA;Presencial
57583779;1;5757053;;42937;GRADUAÇÃO;2016;2;50;REGULAR;80;CONSOLIDADA;Presencial
57583779;1;5753094;;42937;GRADUAÇÃO;2016;2;50;REGULAR;80;CONSOLIDADA;Presencial
57583780;1;5752674;;25049;GRADUAÇÃO;2016;2;50;REGULAR;72;CONSOLIDADA;Presencial
57583781;1;20790;;25038;GRADUAÇÃO;2016;2;30;REGULAR;68;CONSOLIDADA;Presencial
57583782;1;20790;;26688;GRADUAÇÃO;2016;2;30;REGULAR;68;CONSOLIDADA;Presencial
57583784;1;5752677;;47469;GRADUAÇÃO;2016;2;200;REGULAR;0;CONSOLIDADA;A Distância
57583785;1;5752251;;47439;GRADUAÇÃO;2016;2;200;REGULAR;0;CONSOLIDADA;A Distância
57583786;1;5753703;;47471;GRADUAÇÃO;2016;2;200;REGULAR;0;CONSOLIDADA;A Distância
57583787;1;21718;;47440;GRADUAÇÃO;2016;2;200;REGULAR;0;CONSOLIDADA;A Distância
57583788;1;22150;;47474;GRADUAÇÃO;2016;2;200;REGULAR;0;CONSOLIDADA;A Distância
57583789;1;5752677;;47475;GRADUAÇÃO;2016;2;200;REGULAR;0;CONSOLIDADA;A Distância
57583790;1;5757053;;47436;GRADUAÇÃO;2016;2;200;REGULAR;0;CONSOLIDADA;A Distância
57583795;1;5752681;;47478;GRADUAÇÃO;2016;2;200;REGULAR;0;CONSOLIDADA;A Distância
57583796;1;18182;;47480;GRADUAÇÃO;2016;2;200;REGULAR;0;CONSOLIDADA;A Distância
57583797;1;19175;;47479;GRADUAÇÃO;2016;2;200;REGULAR;0;CONSOLIDADA;A Distância
57583799;1;5752917;;932150;TÉCNICO;2016;2;15;REGULAR;30;CONSOLIDADA;Presencial
57583800;1;5758533;;25152;GRADUAÇÃO;2016;2;50;REGULAR;78;CONSOLIDADA;Presencial
57583801;1;5752271;;21584;GRADUAÇÃO;2016;2;50;REGULAR;66;CONSOLIDADA;Presencial
57583802;1;18649;;25146;GRADUAÇÃO;2016;2;50;REGULAR;76;CONSOLIDADA;Presencial
57583803;1;5757684;;45955;GRADUAÇÃO;2016;2;60;REGULAR;0;CONSOLIDADA;A Distância
57583804;1;5757684;;45956;GRADUAÇÃO;2016;2;15;REGULAR;0;CONSOLIDADA;A Distância
57583805;1;5757684;;45957;GRADUAÇÃO;2016;2;15;REGULAR;0;CONSOLIDADA;A Distância
57583806;1;5753413;;45863;GRADUAÇÃO;2016;2;75;REGULAR;0;CONSOLIDADA;A Distância
57583807;1;21931;;54935;GRADUAÇÃO;2016;2;65;REGULAR;0;CONSOLIDADA;A Distância
57583808;1;5752681;;26663;GRADUAÇÃO;2016;2;50;REGULAR;68;CONSOLIDADA;Presencial
57583809;1;5752681;;26667;GRADUAÇÃO;2016;2;50;REGULAR;78;CONSOLIDADA;Presencial
57583810;1;26597;;45842;GRADUAÇÃO;2016;2;40;REGULAR;0;CONSOLIDADA;A Distância
57583811;1;5753660;;45844;GRADUAÇÃO;2016;2;20;REGULAR;0;CONSOLIDADA;A Distância
57583812;2;5753660;;45844;GRADUAÇÃO;2016;2;20;REGULAR;0;CONSOLIDADA;A Distância
57583813;1;5758533;;45850;GRADUAÇÃO;2016;2;15;REGULAR;0;CONSOLIDADA;A Distância
57583814;1;5753660;;45853;GRADUAÇÃO;2016;2;40;REGULAR;0;CONSOLIDADA;A Distância
57583815;1;3029296;;54928;GRADUAÇÃO;2016;2;10;REGULAR;0;CONSOLIDADA;A Distância
57583816;1;22706;;54932;GRADUAÇÃO;2016;2;10;REGULAR;0;CONSOLIDADA;A Distância
57583817;1;26597;;54936;GRADUAÇÃO;2016;2;70;REGULAR;0;CONSOLIDADA;A Distância
57583819;1;5754334;;54937;GRADUAÇÃO;2016;2;20;REGULAR;0;CONSOLIDADA;A Distância
57583820;1;5758533;;54940;GRADUAÇÃO;2016;2;60;REGULAR;0;CONSOLIDADA;A Distância
57583824;1;5757152;;21439;GRADUAÇÃO;2016;2;50;REGULAR;72;CONSOLIDADA;Presencial
57583825;1;5752953;;22788;GRADUAÇÃO;2016;2;50;REGULAR;;EXCLUÍDA;Presencial
